DEVELOPER_NUMBER,DEVELOPER_EN,REGISTRATION_DATE,LICENSE_SOURCE_EN,LICENSE_TYPE_EN,LEGAL_STATUS_EN,WEBPAGE,PHONE,FAX,LICENSE_NUMBER,LICENSE_ISSUE_DATE,LICENSE_EXPIRY_DATE,CHAMBER_OF_COMMERCE_NO
"2311","PRIMROSE PROPERTIES L.L.C","2025-04-11 07:58:45","DUBAI ECONOMIC DEPARTMENT","","","","","","1479904","2025-04-09 00:00:00","2026-04-08 00:00:00",""
"2312","BASHIRI DEVELOPMENTS L.L.C","2025-04-11 11:17:36","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1474504","2025-02-19 00:00:00","2026-02-18 00:00:00",""
"2313","D G M ARCHETYPE REAL ESTATE DEVELOPMENT L.L.C","2025-04-14 07:03:00","DUBAI ECONOMIC DEPARTMENT","","","","","","1488213","2025-04-11 00:00:00","2026-04-10 00:00:00",""
"2314","ALZAROONI NATIONAL HOLDING GROUP L.L.C (BRANCH)","2025-04-14 07:04:42","DUBAI ECONOMIC DEPARTMENT","","","","","","1490834","2025-04-11 00:00:00","2026-04-10 00:00:00",""
"2316","COBIA REAL ESTATE DEVELOPMENT L.L.C","2025-04-16 12:20:02","DUBAI ECONOMIC DEPARTMENT","","","","971|565114944","0503563828","1481749","2025-03-26 00:00:00","2026-03-25 00:00:00",""
"2317","SILAA REALESTATE DEVELOPERS L.L.C","2025-04-16 12:42:34","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-4-2592640","","1492661","2025-04-15 00:00:00","2026-04-14 00:00:00",""
"2318","HAMPSTEAD LUXURY DEVELOPMENTS L.L.C","2025-04-17 06:57:38","DUBAI ECONOMIC DEPARTMENT","","","","","","1488189","2025-04-07 00:00:00","2026-04-06 00:00:00",""
"2319","Emaar Dubai South Hotels and Retail DWC LLC","2025-04-17 11:07:20","DUBAI AVIATION CITY CORPORATION","","","","0504224677","043673333","7685","2018-03-19 00:00:00","2026-03-18 00:00:00",""
"2320","NURI REAL ESTATE DEVELOPMENT L.L.C","2025-04-18 07:17:05","DUBAI ECONOMIC DEPARTMENT","","","","","","1484683","2025-04-10 00:00:00","2026-04-09 00:00:00",""
"2321","HIGH TRUST REAL ESTATE DEVELOPMENT L.L.C","2025-04-21 12:41:01","DUBAI ECONOMIC DEPARTMENT","","","","","","1490298","2025-04-11 00:00:00","2026-04-10 00:00:00",""
"2322","WELLINGTON OCEAN REAL ESTATE DEVELOPMENT L.L.C","2025-04-22 07:07:53","DUBAI ECONOMIC DEPARTMENT","","","","","","1484337","2025-04-15 00:00:00","2026-04-14 00:00:00",""
"2323","IMTIAZ GI REAL ESTATE DEVELOPMENT L.L.C","2025-04-22 12:36:14","DUBAI ECONOMIC DEPARTMENT","","","","044303703","044303703","1485859","2025-04-21 00:00:00","2026-04-20 00:00:00",""
"2324"," BEYOND 1 REAL ESTATE DEVELOPMENT L.L.C ","2025-04-22 14:10:45","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971|565114944","0503563828","1478425","2025-03-26 00:00:00","2026-03-25 00:00:00",""
"2325","NAMI ISLAND DEVELOPMENT L.L.C","2025-04-23 12:24:23","DUBAI ECONOMIC DEPARTMENT","","","","","","1491000","2025-04-21 00:00:00","2026-04-20 00:00:00",""
"2326","J G E DEVELOPMENT L.L.C","2025-04-23 14:04:14","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971|43986666","043988111","916429","2020-11-19 00:00:00","2025-11-18 00:00:00",""
"2327","KAYAN LIVING REAL ESTATE DEVELOPMENT L.L.C","2025-04-24 06:44:29","DUBAI ECONOMIC DEPARTMENT","","","","","","1493445","2025-04-23 00:00:00","2026-04-22 00:00:00",""
"2328","YANGTZE INTERNATIONAL REAL ESTATE DEVELOPER L.L.C","2025-04-24 06:45:59","DUBAI ECONOMIC DEPARTMENT","","","","","","1493438","2025-04-23 00:00:00","2026-04-22 00:00:00",""
"2329","BELMONT DEVELOPERS L.L.C","2025-04-25 07:12:27","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1380334","2024-08-14 00:00:00","2025-08-13 00:00:00",""
"2330","NEXT ESTATES REAL ESTATE L.L.C","2025-04-28 07:08:58","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","044550282","044550282","1470046","2025-03-08 00:00:00","2026-03-07 00:00:00",""
"2331","AJMAL ESTATE DEVELOPERS L.L.C","2025-04-28 09:58:57","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1376902","2024-08-07 00:00:00","2026-08-06 00:00:00",""
"2332","AL HAMRA ELITE DEVELOPMENT L.L.C","2025-04-28 12:25:58","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971|L","","1493575","2025-04-28 00:00:00","2026-04-27 00:00:00",""
"2333","AYOUBI DEVELOPMENT L.L.C","2025-04-29 07:08:13","DUBAI ECONOMIC DEPARTMENT","","","","","","1495279","2025-04-28 00:00:00","2026-04-27 00:00:00",""
"2334","AMIS AURUM REAL ESTATE DEVELOPMENT L.L.C","2025-04-29 07:12:14","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971|559246286","","1490385","2025-04-28 00:00:00","2026-04-27 00:00:00",""
"2335","SNG PROPERTY L.L.C","2025-04-30 06:49:53","DUBAI ECONOMIC DEPARTMENT","","","","","","1493599","2025-04-29 00:00:00","2026-04-28 00:00:00",""
"2336","ARCHETYPE REALTY DEVELOPER L.L.C","2025-04-30 10:18:11","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1392158","2024-07-31 00:00:00","2026-07-30 00:00:00",""
"2337","V H S REAL ESTATE DEVELOPMENTS L.L.C","2025-04-30 11:01:11","DUBAI ECONOMIC DEPARTMENT","","","","","","1490593","2025-04-29 00:00:00","2026-04-28 00:00:00",""
"2338","A A DEVELOPMENTS LLC","2025-05-01 06:54:20","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1470495","2025-02-07 00:00:00","2026-02-06 00:00:00",""
"2339","SAION REAL ESTATE DEVELOPMENT L.L.C","2025-05-02 07:46:09","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1422905","2024-10-03 00:00:00","2026-10-02 00:00:00",""
"2340","DISCOVERY GARDENS (L.L.C)","2025-05-05 12:04:34","DUBAI ECONOMIC DEPARTMENT","","Limited Responsibility","","971-4-3622000","971-4-3622091","578365","2006-03-05 00:00:00","2026-03-04 00:00:00",""
"2341","NEOTERRA REAL ESTATE DEVELOPMENT L.L.C","2025-05-05 12:42:15","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1492161","2025-04-28 00:00:00","2026-04-27 00:00:00",""
"2342","MIRDAD REAL ESTATE DEVELOPMENT L.L.C","2025-05-05 12:44:23","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1436234","2024-12-06 00:00:00","2025-12-05 00:00:00",""
"2343","M D 11 REAL ESTATE DEVELOPMENT L.L.C","2025-05-06 06:44:05","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1499182","2025-05-02 00:00:00","2026-05-01 00:00:00",""
"2344","ANANTA STAR DEVELOPERS L.L.C","2025-05-07 06:56:42","DUBAI ECONOMIC DEPARTMENT","","","","","","1494353","2025-04-20 00:00:00","2026-04-19 00:00:00",""
"2345","DARVIDA REAL ESTATE DEVELOPMENT L.L.C","2025-05-07 11:34:32","DUBAI ECONOMIC DEPARTMENT","","","","","","1499226","2025-05-07 00:00:00","2026-05-06 00:00:00",""
"2346","PALLADIUM NOVA REAL ESTATE DEVELOPMENT L.L.C","2025-05-08 12:16:47","DUBAI ECONOMIC DEPARTMENT","","","","971|563963194","","1479960","2025-04-11 00:00:00","2026-04-10 00:00:00",""
"2347","MASSVIEW REAL ESTATE DEVELOPERS L.L.C","2025-05-12 07:06:46","DUBAI ECONOMIC DEPARTMENT","","","","","","1423718","2024-10-17 00:00:00","2025-10-16 00:00:00",""
"2348","ALMAHY REAL ESTATE DEVELOPMENT L.L.C","2025-05-12 10:21:05","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1502813","2025-05-10 00:00:00","2026-05-09 00:00:00",""
"2349","BUKADRA DEVELOPMENT L.L.C","2025-05-12 10:32:15","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1493306","2025-04-18 00:00:00","2026-04-17 00:00:00",""
"2350","AKCEL REALTY REAL ESTATE DEVELOPMENT L.L.C","2025-05-12 11:28:39","DUBAI ECONOMIC DEPARTMENT","","","","","","1503456","2025-05-09 00:00:00","2026-05-08 00:00:00",""
"2351","Al Mizan Serene Real Estate Development DWC LLC","2025-05-13 13:09:18","DUBAI AVIATION CITY CORPORATION","","","","971|0556591860","","13291","2025-05-05 00:00:00","2026-05-04 00:00:00",""
"2352","UNIQUE HORIZON PROPERTIES L.L.C","2025-05-13 13:13:47","DUBAI ECONOMIC DEPARTMENT","","","","","","1490014","2025-05-08 00:00:00","2026-05-07 00:00:00",""
"2353","ARY & MAZ DEVELOPMENT L.L.C","2025-05-14 12:33:39","DUBAI ECONOMIC DEPARTMENT","","","","","","1499268","2025-05-12 00:00:00","2026-05-11 00:00:00",""
"2354","NEW SEASONS REAL ESTATE DEVELOPMENT L.L.C","2025-05-14 12:37:22","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1372639","2024-06-27 00:00:00","2026-06-26 00:00:00",""
"2355","SHAKIROV DEVELOPMENTS L.L.C","2025-05-15 06:51:37","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1504951","2025-05-14 00:00:00","2026-05-13 00:00:00",""
"2356","ARTIST D W I REAL ESTATE DEVELOPMENT L.L.C","2025-05-15 06:53:30","DUBAI ECONOMIC DEPARTMENT","","","","","","1503089","2025-05-14 00:00:00","2026-05-13 00:00:00",""
"2357","AL BARARI LOFTS REAL ESTATE L.L.C S.O.C","2025-05-15 08:43:58","DUBAI ECONOMIC DEPARTMENT","","","","","","1505364","2025-05-14 00:00:00","2026-05-13 00:00:00",""
"2358","D N G PROPERTIES L.L.C","2025-05-16 07:03:14","DUBAI ECONOMIC DEPARTMENT","","","","0569330399","0569330399","1340961","2024-04-01 00:00:00","2025-03-31 00:00:00",""
"2359","CASA VISTA DEVELOPMENT L.L.C","2025-05-16 09:39:45","DUBAI ECONOMIC DEPARTMENT","","","","","","1502829","2025-05-15 00:00:00","2026-05-14 00:00:00",""
"2360","MUNCHEN D W I REAL ESTATE DEVELOPMENT L.L.C","2025-05-19 06:57:41","DUBAI ECONOMIC DEPARTMENT","","","","0","0","1503094","2025-05-14 00:00:00","2026-05-13 00:00:00",""
"2361","PEARLSHIRE DI REAL ESTATE DEVELOPMENT L.L.C","2025-05-19 07:00:20","DUBAI ECONOMIC DEPARTMENT","","","","","","1501141","2025-05-14 00:00:00","2026-05-13 00:00:00",""
"2362","UPPAL HOUSING DEVELOPMENT L.L.C","2025-05-19 09:51:28","DUBAI ECONOMIC DEPARTMENT","","","","971|0502877256","+97141234567","1503457","2025-05-16 00:00:00","2026-05-15 00:00:00",""
"2363","AURUM LAND REAL ESTATE DEVELOPMENT L.L.C","2025-05-19 09:52:56","DUBAI ECONOMIC DEPARTMENT","","","","","","1503661","2025-05-16 00:00:00","2026-05-15 00:00:00",""
"2364","WADI HILLS CITY REAL ESTATE DEVELOPMENT L.L.C","2025-05-19 13:00:58","DUBAI ECONOMIC DEPARTMENT","","","","","","1505436","2025-05-17 00:00:00","2026-05-16 00:00:00",""
"2365","AQTAB PROPERTIES L.L.C","2025-05-19 14:27:49","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","997901","2021-11-01 00:00:00","2025-10-31 00:00:00",""
"2366","CITY CREEK PROPERTY DEVELOPMENT L.L.C","2025-05-20 14:05:17","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","97144386096","97144386095","650835","2011-03-07 00:00:00","2026-03-06 00:00:00",""
"2367","M A F U REAL ESTATE DEVELOPMENT L.L.C","2025-05-21 06:49:39","DUBAI ECONOMIC DEPARTMENT","","","","971|507370129","","1508119","2025-05-20 00:00:00","2026-05-19 00:00:00",""
"2368","VERIZON REAL STATE DEVELOPMENT L.L.C","2025-05-22 06:50:09","DUBAI ECONOMIC DEPARTMENT","","","","","","1505818","2025-05-21 00:00:00","2026-05-20 00:00:00",""
"2369","RAK PROPERTIES CO.P.J.S - DUBAI BRANCH","2025-05-22 10:32:16","DUBAI ECONOMIC DEPARTMENT","","","","","","853866","2019-10-02 00:00:00","2026-10-01 00:00:00",""
"2370","CITY VIEW URBAN REAL ESTATE DEVELOPMENT L.L.C","2025-05-22 11:30:53","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1496501","2025-05-14 00:00:00","2026-05-13 00:00:00",""
"2371","ELLINGTON PCFC DEVELOPERS L.L.C","2025-05-26 07:21:55","DUBAI ECONOMIC DEPARTMENT","","","","","","1508835","2025-05-23 00:00:00","2026-05-22 00:00:00",""
"2372","N A M O REAL ESTATE DEVELOPMENT L.L.C","2025-05-26 13:13:00","DUBAI ECONOMIC DEPARTMENT","","","","","","1484639","2025-04-30 00:00:00","2026-04-29 00:00:00",""
"2373","TIMBER TERRACE DEVELOPMENT L.L.C","2025-05-26 14:33:03","DUBAI ECONOMIC DEPARTMENT","","","","","","1507899","2025-05-24 00:00:00","2026-05-23 00:00:00",""
"2374","QUICK BUILD REAL ESTATE DEVELOPMENT L.L.C","2025-05-27 06:57:45","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1369936","2024-06-19 00:00:00","2026-06-18 00:00:00",""
"2375","BARAJEEL REAL ESTATE DEVELOPMENT L.L.C","2025-05-27 10:03:47","DUBAI ECONOMIC DEPARTMENT","","","","","","1509984","2025-05-26 00:00:00","2026-05-25 00:00:00",""
"2376","MARINA CIRCLE REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-05-27 11:58:50","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","0503563828","1130348","2022-12-23 00:00:00","2025-12-22 00:00:00",""
"2377","K X G REAL ESTATE DEVELOPMENT L.L.C","2025-05-29 09:42:20","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1501196","2025-05-23 00:00:00","2026-05-22 00:00:00",""
"2378","ARD ALMARIKH REAL ESTATE DEVELOPMENT L.L.C","2025-06-01 18:33:25","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1505351","2025-05-15 00:00:00","2026-05-14 00:00:00",""
"2379","ARCHETYPE REALTY DEVELOPER L.L.C (Branch)","2025-06-01 22:45:19","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1507632","2025-05-29 00:00:00","2026-05-28 00:00:00",""
"2380","ENZO PRIME REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-06-02 12:45:57","DUBAI ECONOMIC DEPARTMENT","","","","","","1502378","2025-05-27 00:00:00","2026-05-26 00:00:00",""
"2381","BOLD LIVING REAL ESTATE DEVELOPMENT L.L.C","2025-06-03 07:04:46","DUBAI ECONOMIC DEPARTMENT","","","","","","1512830","2025-06-02 00:00:00","2026-06-01 00:00:00",""
"2382","AMWAJ ALSHATEA REAL ESTATE DEVELOPMENT L.L.C","2025-06-03 07:06:45","DUBAI ECONOMIC DEPARTMENT","","","","","","1499294","2025-06-02 00:00:00","2026-06-01 00:00:00",""
"2383","DYAR AMWAJ REAL ESTATE DEVELOPMENT L.L.C","2025-06-03 12:42:00","DUBAI ECONOMIC DEPARTMENT","","","","","","1501875","2025-06-03 00:00:00","2026-06-02 00:00:00",""
"2384","BLANCO AJOY REAL ESTATE DEVELOPMENT L.L.C","2025-06-03 12:55:53","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1449210","2025-02-12 00:00:00","2026-02-11 00:00:00",""
"2385","AZHA SPORTS CITY RESIDENCES L.L.C","2025-06-04 06:59:14","DUBAI ECONOMIC DEPARTMENT","","","","971|475555","","1514125","2025-06-02 00:00:00","2026-06-01 00:00:00",""
"2386","AZHA DOWNTOWN LIVING L.L.C","2025-06-04 07:00:57","DUBAI ECONOMIC DEPARTMENT","","","","","","1501614","2025-05-08 00:00:00","2026-05-07 00:00:00",""
"2387","PEACE HOMES INTERNATIONAL DEVELOPMENT L.L.C","2025-06-09 13:04:03","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1511993","2025-06-03 00:00:00","2026-06-02 00:00:00",""
"2388","PEACE HOMES GLOBAL DEVELOPMENT L.L.C","2025-06-09 13:13:42","DUBAI ECONOMIC DEPARTMENT","","","","971|568882510","","1511841","2025-05-30 00:00:00","2026-09-25 00:00:00",""
"2389","AL BATHA REAL ESTATE CO .LLC - DUBAI BRANCH","2025-06-09 13:42:47","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1225441","2023-08-23 00:00:00","2026-08-22 00:00:00",""
"2390","LEGACY STAR REAL ESTATE DEVELOPMENT L.L.C","2025-06-10 13:40:17","DUBAI ECONOMIC DEPARTMENT","","","","","","1495476","2025-06-10 00:00:00","2026-06-09 00:00:00",""
"2391","NAIA COMMUNITY L.L.C","2025-06-10 14:00:04","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1290223","2024-01-11 00:00:00","2026-01-10 00:00:00",""
"2392","JEZOUL ESTATES L.L.C","2025-06-10 14:01:15","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1319102","2024-02-27 00:00:00","2026-02-26 00:00:00",""
"2393","ANANTA REAL ESTATE DEVELOPMENT L.L.C","2025-06-10 14:42:40","DUBAI ECONOMIC DEPARTMENT","","","","","","1490604","2025-04-09 00:00:00","2026-04-08 00:00:00",""
"2394","MERATH DEV FOR REAL ESTATE DEVELOPMENT L.L.C","2025-06-11 07:04:37","DUBAI ECONOMIC DEPARTMENT","","","","","","1513382","2025-05-31 00:00:00","2026-05-30 00:00:00",""
"2395","LINCOLN RISE REAL ESTATE DEVELOPMENT L.L.C","2025-06-11 07:07:35","DUBAI ECONOMIC DEPARTMENT","","","","","","1501101","2025-06-09 00:00:00","2026-06-08 00:00:00",""
"2396","PACIFIC REAL ESTATE DEVELOPMENT L.L.C","2025-06-11 11:08:23","DUBAI ECONOMIC DEPARTMENT","BUSINESS","","","0459188825","9710583296300","657328","2011-07-31 00:00:00","2017-07-30 00:00:00",""
"2397","CASAGRAND GALLANTEE REAL ESTATE L.L.C","2025-06-11 12:30:54","DUBAI ECONOMIC DEPARTMENT","","","","","","1205969","2023-07-11 00:00:00","2026-07-10 00:00:00",""
"2398","MASHAREQ REAL ESTATE DEVELOPMENT L.L.C","2025-06-12 07:47:16","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1455692","2025-01-10 00:00:00","2026-01-09 00:00:00",""
"2399","LEGACY HOMES DEVELOPMENT DWC - LLC","2025-06-12 08:17:39","DUBAI AVIATION CITY CORPORATION","","","","","","13338","2025-06-04 00:00:00","2026-06-03 00:00:00",""
"2400","INFRACORP REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-06-12 11:13:58","DUBAI ECONOMIC DEPARTMENT","","","","","","1516120","2025-06-12 00:00:00","2026-06-11 00:00:00",""
"2401","ORCHID LIVING REAL ESTATE L.L.C","2025-06-13 07:12:18","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-52-1806847","","1085909","2022-08-03 00:00:00","2026-08-02 00:00:00",""
"2402","R3R LUXE REAL ESTATE DEVELOPMENT L.L.C","2025-06-13 07:14:57","Mohammed Bin Rashid Est","","","","","043389933","1516896","2025-06-12 00:00:00","2026-06-11 00:00:00",""
"2403","AUM TWO REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-06-16 07:08:00","DUBAI ECONOMIC DEPARTMENT","","","","","","1516511","2025-06-13 00:00:00","2026-06-12 00:00:00",""
"2404","DAR AL AIHAM PROPERTIES L.L.C","2025-06-16 09:40:31","DUBAI ECONOMIC DEPARTMENT","","","","","","1517414","2025-06-13 00:00:00","2026-06-12 00:00:00",""
"2405","A N K CREATIVE REAL ESTATE DEVELOPMENT L.L.C","2025-06-17 07:00:34","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1144602","2023-01-27 00:00:00","2026-01-26 00:00:00",""
"2406","A D G REAL ESTATE DEVELOPMENT L.L.C","2025-06-17 10:19:50","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1419999","2024-10-07 00:00:00","2026-10-06 00:00:00",""
"2407","CENTURION SG PROPERTIES L.L.C","2025-06-18 07:03:47","DUBAI ECONOMIC DEPARTMENT","","","","","","1518447","2025-06-17 00:00:00","2026-06-16 00:00:00",""
"2408","RZR PLUS REAL ESTATE DEVELOPMENT L.L.C","2025-06-18 11:16:38","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1261381","2023-11-10 00:00:00","2025-11-09 00:00:00",""
"2409","SANDY SHORES REAL ESTATE L.L.C S.O.C","2025-06-23 07:26:37","DUBAI ECONOMIC DEPARTMENT","","","","","","1511561","2025-06-19 00:00:00","2026-06-18 00:00:00",""
"2410","BLUE ISLES REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-06-23 07:30:22","DUBAI ECONOMIC DEPARTMENT","","","","","","1508374","2025-06-19 00:00:00","2026-06-18 00:00:00",""
"2411","DEERFIELDS REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-06-23 09:22:51","DUBAI ECONOMIC DEPARTMENT","","","","","","1516116","2025-06-21 00:00:00","2026-06-20 00:00:00",""
"2412","SOMON REAL ESTATE DEVELOPMENT L.L.C","2025-06-23 12:41:50","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1519061","2025-06-18 00:00:00","2026-06-17 00:00:00",""
"2413","INDEPENDENCE REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-06-24 06:51:52","DUBAI ECONOMIC DEPARTMENT","","","","0544402259","0544402259","1515949","2025-06-23 00:00:00","2026-06-22 00:00:00",""
"2414","MAAIA 101 DEVELOPERS L.L.C","2025-06-24 13:42:50","DUBAI ECONOMIC DEPARTMENT","","","","","","1495562","2025-06-24 00:00:00","2026-06-23 00:00:00",""
"2415","OXUS REAL ESTATE DEVELOPMENT L.L.C","2025-06-24 13:54:13","DUBAI ECONOMIC DEPARTMENT","","","","","","1521215","2025-06-24 00:00:00","2026-06-23 00:00:00",""
"2416","BEYOND VESPERA REAL ESTATE DEVELOPMENT L.L.C","2025-06-25 08:16:33","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","0503563828","1512752","2025-06-12 00:00:00","2026-06-11 00:00:00",""
"2417","BEYOND DORADO REAL ESTATE DEVELOPMENT L.L.C","2025-06-25 08:17:22","DUBAI ECONOMIC DEPARTMENT","","","","1","","1512465","2025-06-12 00:00:00","2026-06-11 00:00:00",""
"2418","A R I S DEVELOPMENT L.L.C","2025-06-26 08:08:05","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1406992","2024-08-29 00:00:00","2025-08-28 00:00:00",""
"2419","ORIGAMI DEVELOPMENT L.L.C","2025-06-26 09:14:13","DUBAI ECONOMIC DEPARTMENT","","","","","","1521773","2025-06-25 00:00:00","2026-06-24 00:00:00",""
"2420","ELLINGTON SB DEVELOPMENT L.L.C","2025-06-30 07:25:46","DUBAI ECONOMIC DEPARTMENT","","","","","","1515093","2025-06-26 00:00:00","2026-06-25 00:00:00",""
"2421","Expo City Valley Apartments FZCO","2025-07-01 08:56:43","","","","","","045552022","00120","2025-02-18 00:00:00","2026-02-17 00:00:00",""
"2422","SOLAYA BARARI REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-07-02 10:13:27","DUBAI ECONOMIC DEPARTMENT","","","","","","1522871","2025-07-02 00:00:00","2026-07-01 00:00:00",""
"2423","CRESTARC DEVELOPERS L.L.C","2025-07-03 08:54:29","DUBAI ECONOMIC DEPARTMENT","","","","","","1522947","2025-07-02 00:00:00","2026-07-01 00:00:00",""
"2424","EVRION REAL ESTATE DEVELOPMENT L.L.C","2025-07-03 13:42:29","DUBAI ECONOMIC DEPARTMENT","","","","","","1503324","2025-07-01 00:00:00","2026-06-30 00:00:00",""
"2425","UNIQUE MOON DEVELOPMENT L.L.C S.O.C","2025-07-04 11:21:52","DUBAI ECONOMIC DEPARTMENT","","","","","","1521700","2025-07-04 00:00:00","2026-07-03 00:00:00",""
"2426","EWAAN HILLS REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-07-07 12:47:05","DUBAI ECONOMIC DEPARTMENT","","","","","","1524930","2025-07-04 00:00:00","2026-07-03 00:00:00",""
"2427","BOTTEGA 33 ARETE DEVELOPMENT L.L.C","2025-07-08 13:18:01","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1522937","2025-07-08 00:00:00","2026-07-07 00:00:00",""
"2428","HOLM AVENUE REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-07-09 08:43:15","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1519976","2025-06-23 00:00:00","2026-06-22 00:00:00",""
"2429","DRAKE AND SCULL REAL ESTATE DEVELOPMENT L.L.C","2025-07-09 12:36:15","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","045283444","045283444","1456884","2025-01-16 00:00:00","2026-01-15 00:00:00",""
"2430","RMD SIGNATURE REAL ESTATE DEVELOPMENT L.L.C","2025-07-10 10:39:11","DUBAI ECONOMIC DEPARTMENT","","","","","","1519595","2025-07-05 00:00:00","2026-07-04 00:00:00",""
"2431","NAMAT REAL ESTATE DEVELOPMENT L.L.C","2025-07-10 12:24:08","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1520876","2025-07-09 00:00:00","2026-07-08 00:00:00",""
"2432","MARINA SQUARE REAL ESTATE DEVELOPMENT L.L.C","2025-07-11 07:22:24","DUBAI ECONOMIC DEPARTMENT","","","","","","1518146","2025-07-05 00:00:00","2026-07-04 00:00:00",""
"2433","HAYAT ALNASR REAL ESTATE DEVELOPMENT L.L.C","2025-07-14 07:21:49","DUBAI ECONOMIC DEPARTMENT","","","","","","1523520","2025-07-10 00:00:00","2026-07-09 00:00:00",""
"2434","IRTH URBAN TWO DEVELOPMENT L.L.C","2025-07-15 10:48:22","DUBAI ECONOMIC DEPARTMENT","","","","","","1524566","2025-07-15 00:00:00","2026-07-14 00:00:00",""
"2435","A J G PRIME REAL ESTATE DEVELOPMENT L.L.C","2025-07-16 07:06:27","DUBAI ECONOMIC DEPARTMENT","","","","","","1529027","2025-07-15 00:00:00","2026-07-14 00:00:00",""
"2436","ELEMENT HILLS REAL ESTATE L.L.C","2025-07-16 07:08:13","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1032817","2022-02-14 00:00:00","2026-02-13 00:00:00",""
"2437","DUBAI FESTIVAL CITY URBAN DEVELOPMENT ONE PERSON COMPANY L.L.C","2025-07-16 07:30:48","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","842095","2019-07-08 00:00:00","2026-07-07 00:00:00",""
"2438","ADANTE REALTY PROPERTIES L.L.C","2025-07-16 12:44:40","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1340278","2024-07-25 00:00:00","2026-07-24 00:00:00",""
"2439","BRENTLEY REALTY L.L.C","2025-07-17 06:56:44","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1523422","2025-07-03 00:00:00","2026-07-02 00:00:00",""
